date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:40:28	361/361	---M--	200	added ('OK')	image/png	etag:%22e6aa6f7aada61660fea95ee320a8064a%22	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:28	3034/3034	---M--	200	added ('OK')	image/png	etag:%22a719c027f9edaea23e767d669b3e098f%22	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:29	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:29	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:29	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:30	29114/29114	---M-Z	200	added ('OK')	text/javascript	etag:%22e7a60ed710c7669068d598221ae7e878%22	http://assets.squarespace.com/universal/scripts-compressed/style-loader-runtime-5495034f69f92b6ad3137-min.en-US.js	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/scripts-compressed/style-loader-runtime-5495034f69f92b6ad3137-min.en-US.js	(from https://reed-chicory-2fpn.squarespace.com/cart)
12:40:31	907457/907457	---M-Z	200	added ('OK')	text/css	date:Thu,%2003%20Mar%202022%2018:40:29%20GMT	https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1194/site.css	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1194/site.css	(from https://reed-chicory-2fpn.squarespace.com/cart)
12:40:33	29114/29114	---M-Z	200	added ('OK')	text/javascript	etag:%2279d2f545ae0ccd78edf63f56b5a85f35%22	http://assets.squarespace.com/universal/scripts-compressed/style-loader-runtime-7a14033252634e5c55059-min.en-US.js	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/scripts-compressed/style-loader-runtime-7a14033252634e5c55059-min.en-US.js	(from https://reed-chicory-2fpn.squarespace.com/about)
12:40:38	289662/289662	---MCZ	200	added ('OK')	text/html	etag:W/%2296bd0194f17623273d4221e4fb7ab594--gzip%22	https://reed-chicory-2fpn.squarespace.com/events/event-one-e4t46	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events/event-one-e4t46.html	(from https://reed-chicory-2fpn.squarespace.com/events)
12:40:45	261/261	---M--	200	added ('OK')	text/calendar	etag:W/%22ee7bdd65a6ba8862511a85bf845f749b%22	https://reed-chicory-2fpn.squarespace.com/events/event-one-e4t46?format=ical	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events/event-one-e4t46d859	(from https://reed-chicory-2fpn.squarespace.com/events)
12:40:47	285220/285220	---MCZ	200	added ('OK')	text/html	etag:W/%228a7c1bfa187fba3f8d45630dd2308afb--gzip%22	https://reed-chicory-2fpn.squarespace.com/events/event-two-pj5ah	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events/event-two-pj5ah.html	(from https://reed-chicory-2fpn.squarespace.com/events)
12:40:54	261/261	---M--	200	added ('OK')	text/calendar	etag:W/%223d27bc93fb424890962b360b88c58877%22	https://reed-chicory-2fpn.squarespace.com/events/event-two-pj5ah?format=ical	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events/event-two-pj5ahd859	(from https://reed-chicory-2fpn.squarespace.com/events)
12:40:56	575631/575631	---M-Z	200	added ('OK')	text/javascript	etag:%22424a1258490cbb7039d07ca92baabbd8%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-e187ec5f83ebf85b3b050-min.en-US.js	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/scripts-compressed/common-vendors-e187ec5f83ebf85b3b050-min.en-US.js	(from https://reed-chicory-2fpn.squarespace.com/about)
12:40:57	284534/284534	---MCZ	200	added ('OK')	text/html	etag:W/%22222e8895a6955676f0e7ec840799f2a1--gzip%22	https://reed-chicory-2fpn.squarespace.com/events/event-three-6gxj6	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events/event-three-6gxj6.html	(from https://reed-chicory-2fpn.squarespace.com/events)
12:41:01	762091/762091	---M-Z	200	added ('OK')	text/javascript	etag:%22f64e167ad50d85b4066e6ae591151eeb%22	http://assets.squarespace.com/universal/scripts-compressed/common-b22ac39da1d52b4320832-min.en-US.js	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/scripts-compressed/common-b22ac39da1d52b4320832-min.en-US.js	(from https://reed-chicory-2fpn.squarespace.com/about)
12:41:03	263/263	---M--	200	added ('OK')	text/calendar	etag:W/%22a71906e6ae7e403569cbe02b2817ab3e%22	https://reed-chicory-2fpn.squarespace.com/events/event-three-6gxj6?format=ical	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events/event-three-6gxj6d859	(from https://reed-chicory-2fpn.squarespace.com/events)
12:41:06	288799/288799	---MCZ	200	added ('OK')	text/html	etag:W/%222cd5d31bf972ac3170a70b4353da9bbc--gzip%22	https://reed-chicory-2fpn.squarespace.com/events/event-four-ja94g	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events/event-four-ja94g.html	(from https://reed-chicory-2fpn.squarespace.com/events)
12:41:11	262/262	---M--	200	added ('OK')	text/calendar	etag:W/%22a8d8e105c5fbf5aa9b534d4face518fd%22	https://reed-chicory-2fpn.squarespace.com/events/event-four-ja94g?format=ical	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events/event-four-ja94gd859	(from https://reed-chicory-2fpn.squarespace.com/events)
12:41:14	284591/284591	---MCZ	200	added ('OK')	text/html	etag:W/%22dc14077be01e855e434e912164a726c5--gzip%22	https://reed-chicory-2fpn.squarespace.com/events/event-five-a26bn	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events/event-five-a26bn.html	(from https://reed-chicory-2fpn.squarespace.com/events)
12:41:20	262/262	---M--	200	added ('OK')	text/calendar	etag:W/%222ec70730f0c2e02d57df55ec67708f98%22	https://reed-chicory-2fpn.squarespace.com/events/event-five-a26bn?format=ical	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events/event-five-a26bnd859	(from https://reed-chicory-2fpn.squarespace.com/events)
12:41:22	29373/29373	---M-Z	200	added ('OK')	text/javascript	etag:%22ae2555868bf407d34a14996037f74f6a%22	http://assets.squarespace.com/universal/scripts-compressed/style-loader-runtime-9dc551f0f2ec6a5f525c4-min.en-US.js	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/scripts-compressed/style-loader-runtime-9dc551f0f2ec6a5f525c4-min.en-US.js	(from https://reed-chicory-2fpn.squarespace.com/team)
12:41:26	907457/907457	---M-Z	200	added ('OK')	text/css	date:Thu,%2003%20Mar%202022%2018:41:20%20GMT	https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1192/site.css	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1192/site.css	(from https://reed-chicory-2fpn.squarespace.com/team)
12:41:33	157140/157140	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Mar%202022%2018:41:22%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.ec6ffd856fb2172e07cfc5c20ab86e0a.js	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.ec6ffd856fb2172e07cfc5c20ab86e0a.js	(from https://reed-chicory-2fpn.squarespace.com/team)
12:41:43	180523/180523	---MC-	404	error ('Not%20Found')	text/html	etag:W/%225416d9c1ab10a59fde885e3e594b0f08%22	https://reed-chicory-2fpn.squarespace.com/Charting%20the%20Life%20Course%20is%20a%20tool%20to%20assist%20you%20in%20creating%20a%20vision%20for%20the%20future.%20It%20is%20designed%20to%20help%20you%20think%20about%20the%20questions%20to%20ask%20as%20well%20as%20the%20choices%20and%20options%20to%20consider%20as%20you%20%e2%80%9cplot%20a%20course%e2%80%9d%20to%20a%20full%20and%20meaningful%20life.%20It%20is%20intended%20to%20be%20a%20starting%20point%20no%20matter%20where%20you%20are%20in%20your%20life%20journey.	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/Charting%20the%20Life%20Course%20is%20a%20tool%20to%20assist%20you%20in%20creating%20a%20vision%20for%20the%20future.%20It%20is%20designed%20to%20help%20you%20think%20about%20the%20questions%20to%20ask%20as%20well%20as%20the%20choices%20a	(from https://reed-chicory-2fpn.squarespace.com/about-1)
12:41:57	761991/761991	---M-Z	200	added ('OK')	text/javascript	etag:%225bfdc025995ce35d521622327dcf7815%22	http://assets.squarespace.com/universal/scripts-compressed/common-e429e1e5eedc90ea68348-min.en-US.js	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/scripts-compressed/common-e429e1e5eedc90ea68348-min.en-US.js	(from https://reed-chicory-2fpn.squarespace.com/team)
12:42:01	3551724/3551724	---M-Z	200	added ('OK')	text/javascript	etag:%22e27ab68164b187d248b01ad174845657%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-checkout-f3f891d7b40ff5fa8228a-min.en-US.js	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/scripts-compressed/commerce-checkout-f3f891d7b40ff5fa8228a-min.en-US.js	(from https://reed-chicory-2fpn.squarespace.com/cart)
12:42:01	71538/71538	---M--	200	added ('OK')	image/jpeg	etag:CMr/v7zNjvQCEAE=	https://images.squarespace-cdn.com/content/v1/618c27607b5c9c3d625a6332/1636575134181-PXTFN2MIQAI4PCQEKU9B/collage.jpg	D:/IEC/Web%20stuff/IEC%20site%20draft/images.squarespace-cdn.com/content/v1/618c27607b5c9c3d625a6332/1636575134181-PXTFN2MIQAI4PCQEKU9B/collage.jpg	(from https://reed-chicory-2fpn.squarespace.com/programs)
12:42:01	630394/630394	---M--	200	added ('OK')	image/jpeg	etag:CO/e5sfNjvQCEAE=	https://images.squarespace-cdn.com/content/v1/618c27607b5c9c3d625a6332/1636575157920-I8I6ZM56J98L9DAJIIPI/Young+men+playing+game.jpg	D:/IEC/Web%20stuff/IEC%20site%20draft/images.squarespace-cdn.com/content/v1/618c27607b5c9c3d625a6332/1636575157920-I8I6ZM56J98L9DAJIIPI/Young+men+playing+game.jpg	(from https://reed-chicory-2fpn.squarespace.com/resources)
12:42:01	632382/632382	---M--	200	added ('OK')	image/jpeg	etag:CKv57MfNjvQCEAE=	https://images.squarespace-cdn.com/content/v1/618c27607b5c9c3d625a6332/1636575157925-XDMIHVL3N7SCEX62EZ57/IMG_3180.JPG	D:/IEC/Web%20stuff/IEC%20site%20draft/images.squarespace-cdn.com/content/v1/618c27607b5c9c3d625a6332/1636575157925-XDMIHVL3N7SCEX62EZ57/IMG_3180.jpg	(from https://reed-chicory-2fpn.squarespace.com/resources)
12:42:01	154016/154016	---M--	200	added ('OK')	image/jpeg	etag:CLux47zNjvQCEAE=	https://images.squarespace-cdn.com/content/v1/618c27607b5c9c3d625a6332/1636575134188-0851WFAMONYTY9MIOOU2/Geographic+Counties+graphic(1).jpg	D:/IEC/Web%20stuff/IEC%20site%20draft/images.squarespace-cdn.com/content/v1/618c27607b5c9c3d625a6332/1636575134188-0851WFAMONYTY9MIOOU2/Geographic+Counties+graphic(1).jpg	(from https://reed-chicory-2fpn.squarespace.com/programs)
12:42:02	284633/284633	---MCZ	200	added ('OK')	text/html	etag:W/%2275a5a3963bcf30388b6ae349052fc92f--gzip%22	https://reed-chicory-2fpn.squarespace.com/events-1/event-one-mzh3t	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events-1/event-one-mzh3t.html	(from https://reed-chicory-2fpn.squarespace.com/events-1)
12:42:02	261/261	---M--	200	added ('OK')	text/calendar	etag:W/%2254e8759ffb56c0dd916f52ffefbfe71b%22	https://reed-chicory-2fpn.squarespace.com/events-1/event-one-mzh3t?format=ical	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events-1/event-one-mzh3td859	(from https://reed-chicory-2fpn.squarespace.com/events-1)
12:42:03	285285/285285	---MCZ	200	added ('OK')	text/html	etag:W/%224bd66539e3f467dac88ccf3920dfa2e6--gzip%22	https://reed-chicory-2fpn.squarespace.com/events-1/event-two-hlbmd	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events-1/event-two-hlbmd.html	(from https://reed-chicory-2fpn.squarespace.com/events-1)
12:42:03	261/261	---M--	200	added ('OK')	text/calendar	etag:W/%22af8bbccb4bcd18a0b7d5db1d1655592b%22	https://reed-chicory-2fpn.squarespace.com/events-1/event-two-hlbmd?format=ical	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events-1/event-two-hlbmdd859	(from https://reed-chicory-2fpn.squarespace.com/events-1)
12:42:04	284599/284599	---MCZ	200	added ('OK')	text/html	etag:W/%22493ff0a69ad07f0ce62ba7d7e9d1612d--gzip%22	https://reed-chicory-2fpn.squarespace.com/events-1/event-three-4e7bj	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events-1/event-three-4e7bj.html	(from https://reed-chicory-2fpn.squarespace.com/events-1)
12:42:04	263/263	---M--	200	added ('OK')	text/calendar	etag:W/%22dc06eec94876c36ebe21a67c180a4410%22	https://reed-chicory-2fpn.squarespace.com/events-1/event-three-4e7bj?format=ical	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events-1/event-three-4e7bjd859	(from https://reed-chicory-2fpn.squarespace.com/events-1)
12:42:06	287334/287334	---MCZ	200	added ('OK')	text/html	etag:W/%22c4a690ef8c0357cca4907a6c900a9672--gzip%22	https://reed-chicory-2fpn.squarespace.com/events-1/event-four-g9kyn	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events-1/event-four-g9kyn.html	(from https://reed-chicory-2fpn.squarespace.com/events-1)
12:42:06	262/262	---M--	200	added ('OK')	text/calendar	etag:W/%22dcc9368389b8d5eccee21b6bc4b9dba0%22	https://reed-chicory-2fpn.squarespace.com/events-1/event-four-g9kyn?format=ical	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events-1/event-four-g9kynd859	(from https://reed-chicory-2fpn.squarespace.com/events-1)
12:42:07	283942/283942	---MCZ	200	added ('OK')	text/html	etag:W/%2281f59e0b4b700e29e7879431941f0920--gzip%22	https://reed-chicory-2fpn.squarespace.com/events-1/event-five-4rc7n	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events-1/event-five-4rc7n.html	(from https://reed-chicory-2fpn.squarespace.com/events-1)
12:42:07	262/262	---M--	200	added ('OK')	text/calendar	etag:W/%22f1da4cab3e3d703ca38a016dbd1ae436%22	https://reed-chicory-2fpn.squarespace.com/events-1/event-five-4rc7n?format=ical	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events-1/event-five-4rc7nd859	(from https://reed-chicory-2fpn.squarespace.com/events-1)
12:42:07	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	etag:W/%22496ffaf2671b48b45ca24fa928933d32%22	http://static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c0f4b159aee22f99a50097/61c0f4b159aee22f99a50098/1589989220569/20140301_Trade-151_0124-copy.jpg?format=1500w	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c0f4b159aee22f99a50097/61c0f4b159aee22f99a50098/1589989220569/20140301_Trade-151_0124-copy.6526f7.delayed	(from https://reed-chicory-2fpn.squarespace.com/events/event-one-e4t46)
12:42:09	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	etag:W/%22e00d1a46e304b62e9aab68cb79659c9a%22	http://static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c0f4b159aee22f99a50097/61c0f4b159aee22f99a5009a/1593016050564/20140301_Trade-151_0124-copy.jpg?format=1500w	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c0f4b159aee22f99a50097/61c0f4b159aee22f99a5009a/1593016050564/20140301_Trade-151_0124-copy26f7.jpg	(from https://reed-chicory-2fpn.squarespace.com/events/event-two-pj5ah)
12:42:09	334445/334445	---M--	200	added ('OK')	image/jpeg	etag:CPCQ3IfZxOsCEAE=	https://images.squarespace-cdn.com/content/5ec321c2af33de48734cc929/1589847474936-QNZYY5VYCIQ8N39A6I3M/20140301_Trade-151_0124-copy.jpg?format=1500w&content-type=image%2Fjpeg	D:/IEC/Web%20stuff/IEC%20site%20draft/images.squarespace-cdn.com/content/5ec321c2af33de48734cc929/1589847474936-QNZYY5VYCIQ8N39A6I3M/20140301_Trade-151_0124-copy43a3.jpg	(from https://reed-chicory-2fpn.squarespace.com/events/event-one-e4t46)
12:42:11	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	etag:W/%22e9d22d66502cde068b94a9302533b21a%22	http://static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c0f4b159aee22f99a50097/61c0f4b159aee22f99a5009c/1593016057834/20140301_Trade-151_0124-copy.jpg?format=1500w	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c0f4b159aee22f99a50097/61c0f4b159aee22f99a5009c/1593016057834/20140301_Trade-151_0124-copy26f7.jpg	(from https://reed-chicory-2fpn.squarespace.com/events/event-three-6gxj6)
12:42:11	334445/334445	---M--	200	added ('OK')	image/jpeg	etag:CNiqzKb0x+sCEAE=	https://images.squarespace-cdn.com/content/5ec321c2af33de48734cc929/1589847477383-MGD1HE072WBF6CROSR8T/20140301_Trade-151_0124-copy.jpg?format=1500w&content-type=image%2Fjpeg	D:/IEC/Web%20stuff/IEC%20site%20draft/images.squarespace-cdn.com/content/5ec321c2af33de48734cc929/1589847477383-MGD1HE072WBF6CROSR8T/20140301_Trade-151_0124-copy43a3.jpg	(from https://reed-chicory-2fpn.squarespace.com/events/event-two-pj5ah)
12:42:13	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	etag:W/%229938414e5cff574fa3113d9022c05f51%22	http://static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c0f4b159aee22f99a50097/61c0f4b159aee22f99a5009e/1593016096831/20140301_Trade-151_0124-copy.jpg?format=1500w	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c0f4b159aee22f99a50097/61c0f4b159aee22f99a5009e/1593016096831/20140301_Trade-151_0124-copy26f7.jpg	(from https://reed-chicory-2fpn.squarespace.com/events/event-four-ja94g)
12:42:13	334445/334445	---M--	200	added ('OK')	image/jpeg	etag:CIOAmMXYxOsCEAE=	https://images.squarespace-cdn.com/content/5ec321c2af33de48734cc929/1589847476295-TZFY0MH2ALINLBST2H7A/20140301_Trade-151_0124-copy.jpg?format=1500w&content-type=image%2Fjpeg	D:/IEC/Web%20stuff/IEC%20site%20draft/images.squarespace-cdn.com/content/5ec321c2af33de48734cc929/1589847476295-TZFY0MH2ALINLBST2H7A/20140301_Trade-151_0124-copy43a3.jpg	(from https://reed-chicory-2fpn.squarespace.com/events/event-three-6gxj6)
12:42:15	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	etag:W/%22b9e90ca690bb69f1513483a9024b2d05%22	http://static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c0f4b159aee22f99a50097/61c0f4b159aee22f99a500a0/1593016086924/20140301_Trade-151_0124-copy.jpg?format=1500w	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c0f4b159aee22f99a50097/61c0f4b159aee22f99a500a0/1593016086924/20140301_Trade-151_0124-copy26f7.jpg	(from https://reed-chicory-2fpn.squarespace.com/events/event-five-a26bn)
12:42:15	334445/334445	---M--	200	added ('OK')	image/jpeg	etag:CJ3E7fTYxOsCEAE=	https://images.squarespace-cdn.com/content/5ec321c2af33de48734cc929/1589847474361-3TW616VP054TC25CQ0J0/20140301_Trade-151_0124-copy.jpg?format=1500w&content-type=image%2Fjpeg	D:/IEC/Web%20stuff/IEC%20site%20draft/images.squarespace-cdn.com/content/5ec321c2af33de48734cc929/1589847474361-3TW616VP054TC25CQ0J0/20140301_Trade-151_0124-copy43a3.jpg	(from https://reed-chicory-2fpn.squarespace.com/events/event-four-ja94g)
12:42:17	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	etag:W/%22e74036c37c803e9e341550be42ebbc60%22	http://static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c368ee517bee7276b2034a/61c368ee517bee7276b2034b/1589989220569/20140301_Trade-151_0124-copy.jpg?format=1500w	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c368ee517bee7276b2034a/61c368ee517bee7276b2034b/1589989220569/20140301_Trade-151_0124-copy26f7.jpg	(from https://reed-chicory-2fpn.squarespace.com/events-1/event-one-mzh3t)
12:42:18	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	etag:W/%22e74036c37c803e9e341550be42ebbc60%22	http://static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c368ee517bee7276b2034a/61c368ee517bee7276b2034b/1589989220569/20140301_Trade-151_0124-copy.jpg?format=1500w	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c368ee517bee7276b2034a/61c368ee517bee7276b2034b/1589989220569/20140301_Trade-151_0124-copy26f7.jpg	(from https://reed-chicory-2fpn.squarespace.com/events-1/event-one-mzh3t)
12:42:19	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	etag:W/%22e74036c37c803e9e341550be42ebbc60%22	http://static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c368ee517bee7276b2034a/61c368ee517bee7276b2034b/1589989220569/20140301_Trade-151_0124-copy.jpg?format=1500w	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c368ee517bee7276b2034a/61c368ee517bee7276b2034b/1589989220569/20140301_Trade-151_0124-copy26f7.jpg	(from https://reed-chicory-2fpn.squarespace.com/events-1/event-one-mzh3t)
12:42:20	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	etag:W/%22e74036c37c803e9e341550be42ebbc60%22	http://static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c368ee517bee7276b2034a/61c368ee517bee7276b2034b/1589989220569/20140301_Trade-151_0124-copy.jpg?format=1500w	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c368ee517bee7276b2034a/61c368ee517bee7276b2034b/1589989220569/20140301_Trade-151_0124-copy26f7.jpg	(from https://reed-chicory-2fpn.squarespace.com/events-1/event-one-mzh3t)
12:42:21	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	etag:W/%22e74036c37c803e9e341550be42ebbc60%22	http://static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c368ee517bee7276b2034a/61c368ee517bee7276b2034b/1589989220569/20140301_Trade-151_0124-copy.jpg?format=1500w	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c368ee517bee7276b2034a/61c368ee517bee7276b2034b/1589989220569/20140301_Trade-151_0124-copy26f7.jpg	(from https://reed-chicory-2fpn.squarespace.com/events-1/event-one-mzh3t)
12:42:23	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	etag:W/%22c5683be31f248e13c40bc1e70872cb3a%22	http://static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c368ee517bee7276b2034a/61c368ee517bee7276b2034d/1593016050564/20140301_Trade-151_0124-copy.jpg?format=1500w	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c368ee517bee7276b2034a/61c368ee517bee7276b2034d/1593016050564/20140301_Trade-151_0124-copy26f7.jpg	(from https://reed-chicory-2fpn.squarespace.com/events-1/event-two-hlbmd)
12:42:24	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	etag:W/%22c5683be31f248e13c40bc1e70872cb3a%22	http://static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c368ee517bee7276b2034a/61c368ee517bee7276b2034d/1593016050564/20140301_Trade-151_0124-copy.jpg?format=1500w	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/static/618c27607b5c9c3d625a6332/61c368ee517bee7276b2034a/61c368ee517bee7276b2034d/1593016050564/20140301_Trade-151_0124-copy26f7.jpg	(from https://reed-chicory-2fpn.squarespace.com/events-1/event-two-hlbmd)
